"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"43026","OH","Columbus","Franklin County","Hilliard",219,1348,-0.0104,0.0133,-0.0078,21860
2020-01-31,"92592","CA","Riverside-San Bernardino-Ontario","Riverside County","Temecula",220,2041,-0.0007,0,0.0055,26038
2020-01-31,"43230","OH","Columbus","Franklin County","Gahanna",221,1245,-0.0031,0.0035,-0.05,19186
2020-01-31,"89117","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",222,1558,0.002,0.0022,0.0483,23055
2020-01-31,"30080","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Smyrna",223,1475,-0.0085,0.0009,0.0414,21255
2020-01-31,"20001","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",224,2586,-0.0094,-0.0211,0.0442,18536
2020-01-31,"27834","NC","Greenville","Pitt County","Greenville",225,934,0.0138,0.0129,0.05,15357
2020-01-31,"90280","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","South Gate",226,2437,-0.0047,-0.0019,0.0257,15097
2020-01-31,"29072","SC","Columbia","Lexington County","Lexington",227,1267,-0.0047,0.0044,0.0266,22870
2020-01-31,"46227","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",228,941,-0.0039,-0.0045,0.0061,14229
2020-01-31,"32244","FL","Jacksonville","Duval County","Jacksonville",229,1171,0.0176,0.0448,0.0921,21183
2020-01-31,"21117","MD","Baltimore-Columbia-Towson","Baltimore County","Owings Mills",230,1567,-0.0061,-0.0067,-0.004,18767
2020-01-31,"19111","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",231,1225,0.0067,-0.0047,0.0248,17588
2020-01-31,"90201","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bell",232,2272,0.0047,0.0175,-0.0031,9177
2020-01-31,"91730","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Rancho Cucamonga",233,2215,0.0092,0.0028,0.024,18915
2020-01-31,"48103","MI","Ann Arbor","Washtenaw County","Ann Arbor",234,1639,-0.0176,-0.0441,-0.1179,19687
2020-01-31,"75206","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",235,1602,0.0051,0.0014,0.0402,17508
2020-01-31,"90004","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",236,2861,-0.0132,-0.0037,0.0231,7738
2020-01-31,"37128","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",237,1418,-0.0059,-0.0013,0.0446,33557
2020-01-31,"92109","CA","San Diego-Carlsbad","San Diego County","San Diego",238,3272,-0.006,-0.0214,0.0547,15051
2020-01-31,"30062","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Marietta",239,1572,-0.0022,0.0058,0.0265,25078
2020-01-31,"60628","IL","Chicago-Naperville-Elgin","Cook County","Chicago",240,1241,-0.0174,0.0055,-0.018,21223
2020-01-31,"07093","NJ","New York-Newark-Jersey City","Hudson County","West New York",241,2067,-0.0067,-0.0018,0.0227,10610
2020-01-31,"32822","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",242,1362,-0.0024,-0.0085,0.0313,20434
2020-01-31,"30331","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",243,1269,-0.0102,0.0052,0.0465,21924
2020-01-31,"75217","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",244,1195,-0.0177,0.0164,0.0245,20615
2020-01-31,"02360","MA","Boston-Cambridge-Newton","Plymouth County","Plymouth",245,1990,0.0205,0.0275,0.0796,27711
2020-01-31,"34953","FL","Port St. Lucie","Saint Lucie County","Port Saint Lucie",246,1539,-0.0012,-0.008,0.0181,28203
2020-01-31,"37130","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",247,1236,0.0086,0.0228,0.0292,20673
2020-01-31,"33186","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","The Crossings",248,1795,-0.002,-0.0124,-0.0127,30693
2020-01-31,"02155","MA","Boston-Cambridge-Newton","Middlesex County","Medford",249,2468,-0.0042,-0.0244,0.0467,19745
2020-01-31,"10701","NY","New York-Newark-Jersey City","Westchester County","Yonkers",250,2200,-0.0069,0.0147,0.0462,9504
2020-01-31,"33012","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",251,1712,-0.0124,-0.0053,0.0022,19415
2020-01-31,"91342","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",252,2547,-0.0028,0.0011,0.003,21776
2020-01-31,"90706","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bellflower",253,2345,0.0023,0.0034,0.014,13116
2020-01-31,"92335","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",254,1851,0.0041,0.0074,0.0386,17354
2020-01-31,"95123","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",255,3018,0.005,-0.0027,0.0024,22405
2020-01-31,"92021","CA","San Diego-Carlsbad","San Diego County","El Cajon",256,2342,0.0039,0.0013,0.0533,13450
2020-01-31,"32174","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Ormond Beach",257,1482,0.0093,0.0066,0.0129,22286
2020-01-31,"22304","VA","Washington-Arlington-Alexandria","Alexandria City","Alexandria",258,1792,-0.0041,-0.0361,-0.016,13990
2020-01-31,"87121","NM","Albuquerque","Bernalillo County","Albuquerque",259,1074,0.0094,0.0027,0.0089,20581
2020-01-31,"11372","NY","New York-Newark-Jersey City","Queens County","New York",260,2121,-0.0014,0.0297,0.0164,20879
2020-01-31,"22193","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",261,1878,0.0005,0.0107,0.0184,24714
2020-01-31,"93065","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Simi Valley",262,2684,0.0032,0.0013,0.0038,23244
2020-01-31,"27858","NC","Greenville","Pitt County","Greenville",263,1035,0.0088,0.027,0.0421,17553
2020-01-31,"60649","IL","Chicago-Naperville-Elgin","Cook County","Chicago",264,1199,-0.0115,-0.0121,-0.0253,9875
2020-01-31,"33063","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Margate",265,1447,-0.0053,-0.0081,0.0056,26945
2020-01-31,"27703","NC","Durham-Chapel Hill","Durham County","Durham",266,1257,0.0057,0.0129,0.0643,22624
2020-01-31,"23454","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",267,1523,0.0001,0.0054,0.0355,21775
2020-01-31,"60626","IL","Chicago-Naperville-Elgin","Cook County","Chicago",268,1549,0.0008,-0.0046,0.0145,13237
2020-01-31,"33064","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",269,1571,-0.0049,-0.0213,-0.0073,23676
2020-01-31,"48185","MI","Detroit-Warren-Dearborn","Wayne County","Westland",270,1106,-0.0077,-0.0107,0.0044,15929
2020-01-31,"92627","CA","Los Angeles-Long Beach-Anaheim","Orange County","Costa Mesa",271,2961,-0.0019,-0.0034,-0.0055,13645
2020-01-31,"33027","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",272,1850,0.0017,0.0137,0.0319,34773
2020-01-31,"85705","AZ","Tucson","Pima County","Tucson",273,1032,0.0165,-0.0062,0.0365,10201
2020-01-31,"33311","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",274,1416,-0.016,-0.0256,-0.0028,22407
2020-01-31,"08831","NJ","New York-Newark-Jersey City","Middlesex County","Monroe Township",275,1841,-0.0108,-0.0208,-0.0135,26733
2020-01-31,"20147","VA","Washington-Arlington-Alexandria","Loudoun County","Ashburn",276,2180,0.0022,-0.0123,0.0014,23034
2020-01-31,"90025","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",277,3701,-0.0091,-0.0195,0.0136,11112
2020-01-31,"20878","MD","Washington-Arlington-Alexandria","Montgomery County","Gaithersburg",278,1916,-0.0018,-0.0007,0.0177,22300
2020-01-31,"43228","OH","Columbus","Franklin County","Columbus",279,1038,0.0035,-0.0018,0,15558
2020-01-31,"30022","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Johns Creek",280,1618,-0.0155,-0.025,0.007,24600
2020-01-31,"30004","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Milton",281,1605,-0.007,-0.016,0.0173,27231
2020-01-31,"23666","VA","Virginia Beach-Norfolk-Newport News","Hampton City","Hampton",282,1260,-0.0037,0.0057,0.0243,18612
2020-01-31,"85142","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Queen Creek",283,1608,0.0165,0.0675,0.0378,25712
2020-01-31,"98682","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",284,1587,-0.0062,-0.0133,0.0107,20054
2020-01-31,"95035","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Milpitas",285,3143,-0.005,-0.0093,-0.0014,20894
2020-01-31,"91710","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino",286,2235,0.0137,0.0064,0.0065,22363
2020-01-31,"90011","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",287,2385,-0.0048,-0.0006,-0.0216,11703
2020-01-31,"23223","VA","Richmond","Richmond City","Richmond",288,1184,0.0097,0.0089,0.0307,17459
2020-01-31,"11218","NY","New York-Newark-Jersey City","Kings County","New York",289,2242,0.013,-0.013,0.0259,17239
2020-01-31,"27713","NC","Durham-Chapel Hill","Durham County","Durham",290,1304,0.0016,-0.0008,0.0414,20237
2020-01-31,"77082","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",291,1274,-0.0092,0.0106,-0.0291,14360
2020-01-31,"44077","OH","Cleveland-Elyria","Lake County","Painesville",292,1081,-0.0049,-0.0109,0.0153,23098
2020-01-31,"94544","CA","San Francisco-Oakland-Hayward","Alameda County","Hayward",293,2722,0.0092,0.0309,0.0287,15396
2020-01-31,"43701","OH","Zanesville","Muskingum County","Zanesville",294,808,0.0012,0.0174,-0.0119,19879
2020-01-31,"11223","NY","New York-Newark-Jersey City","Kings County","New York",295,2073,-0.008,-0.0045,0.0213,15676
2020-01-31,"29464","SC","Charleston-North Charleston","Charleston County","Mount Pleasant",296,1913,-0.0005,0.0072,-0.0065,22760
2020-01-31,"35242","AL","Birmingham-Hoover","Jefferson County","Hoover",297,1287,0.0096,0.0193,-0.0239,20173
2020-01-31,"58103","ND","Fargo","Cass County","Fargo",298,903,-0.0034,0.0057,-0.0256,11309
2020-01-31,"80015","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",299,1721,0.0068,-0.0108,0.0425,24765
2020-01-31,"20019","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",300,1744,0.0057,0.0041,-0.0107,13670
2020-01-31,"55901","MN","Rochester","Olmsted County","Rochester",301,1159,0.0111,0.0119,0.0028,20584
2020-01-31,"80525","CO","Fort Collins","Larimer County","Fort Collins",302,1683,0.0089,0.0135,0.0313,20653
2020-01-31,"30127","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Powder Springs",303,1340,-0.0039,0.0104,0.0536,26957
2020-01-31,"97402","OR","Eugene","Lane County","Eugene",304,1391,-0.0025,0.0139,0.0729,13813
2020-01-31,"33313","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",305,1398,0.0012,0.0002,0.0046,23404
2020-01-31,"71913","AR","Hot Springs","Garland County","Hot Springs",306,973,0.0059,0.0072,0.0512,25346
2020-01-31,"90027","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",307,2879,-0.0227,-0.0121,0.0044,7551
2020-01-31,"37064","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Franklin",308,1802,0.0002,0.0065,0.0231,24986
2020-01-31,"37066","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Gallatin",309,1476,0.0018,0.0042,0.014,18958
2020-01-31,"98115","WA","Seattle-Tacoma-Bellevue","King County","Seattle",310,2070,0.0044,0.0084,0.0072,19983
2020-01-31,"42101","KY","Bowling Green","Warren County","Bowling Green",311,888,-0.0132,-0.038,-0.0166,14503
2020-01-31,"93727","CA","Fresno","Fresno County","Fresno",312,1340,0.0008,0.0152,0.0592,19024
2020-01-31,"94568","CA","San Francisco-Oakland-Hayward","Alameda County","Dublin",313,3102,0.0185,0.0387,0.0365,21808
2020-01-31,"19124","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",314,1125,0.0071,0.0098,0.0236,21303
2020-01-31,"95051","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Santa Clara",315,3387,-0.0068,-0.0167,0.0078,16734
2020-01-31,"91335","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",316,2714,0.0068,0.0268,0.0357,17557
2020-01-31,"95687","CA","Vallejo-Fairfield","Solano County","Vacaville",317,2120,-0.0049,-0.0153,0.0421,19109
2020-01-31,"32828","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",318,1455,-0.0118,-0.0291,0.0059,21605
2020-01-31,"32225","FL","Jacksonville","Duval County","Jacksonville",319,1270,-0.0027,-0.0097,-0.0158,22006
2020-01-31,"76116","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",320,1365,-0.0025,-0.0199,-0.001,12814
2020-01-31,"90731","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",321,2410,-0.0016,-0.0153,-0.0084,12681
2020-01-31,"77840","TX","College Station-Bryan","Brazos County","College Station",322,1150,0.0251,0.0485,0.0082,10052
2020-01-31,"77007","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",323,1685,-0.0079,-0.004,-0.0058,21904
2020-01-31,"85251","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",324,1942,0.0079,0.0416,0.1067,22130
2020-01-31,"23452","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",325,1436,0.0011,0.0114,0.0266,20676
2020-01-31,"75150","TX","Dallas-Fort Worth-Arlington","Dallas County","Mesquite",326,1182,-0.0076,0.0169,-0.0047,15521
2020-01-31,"30253","GA","Atlanta-Sandy Springs-Roswell","Henry County","McDonough",327,1335,-0.0094,-0.0049,0.0464,22021
2020-01-31,"37122","TN","Nashville-Davidson--Murfreesboro--Franklin","Wilson County","Mount Juliet",328,1673,-0.0033,0.0088,0.0329,23393
2020-01-31,"30135","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",329,1290,0.0054,0.0392,0.062,26169
2020-01-31,"73160","OK","Oklahoma City","Cleveland County","Moore",330,1056,0.0121,0.0426,0.038,22002
2020-01-31,"89031","NV","Las Vegas-Henderson-Paradise","Clark County","North Las Vegas",331,1423,-0.0023,0.0189,0.0803,29007
2020-01-31,"93550","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Palmdale",332,1861,-0.0111,-0.0226,0.032,19043
2020-01-31,"43068","OH","Columbus","Franklin County","Reynoldsburg",333,1125,-0.0168,-0.0336,-0.0301,17024
2020-01-31,"93536","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",334,2065,0.001,0.0049,0.0375,22987
2020-01-31,"29681","SC","Greenville-Anderson-Mauldin","Greenville County","Simpsonville",335,1251,-0.0019,0.0027,0.0384,23401
2020-01-31,"60615","IL","Chicago-Naperville-Elgin","Cook County","Chicago",336,1575,-0.0184,-0.0063,0.0134,14931
2020-01-31,"07087","NJ","New York-Newark-Jersey City","Hudson County","Union City",337,1970,-0.0021,-0.0058,0.0051,8645
2020-01-31,"40601","KY","Frankfort","Franklin County","Frankfort",338,838,-0.0066,0.0232,-0.0115,11775
2020-01-31,"33319","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",339,1461,0.0019,0.0001,0.0135,26716
2020-01-31,"78501","TX","McAllen-Edinburg-Mission","Hidalgo County","McAllen",340,903,0.0044,0.0113,-0.0019,16557
2020-01-31,"98122","WA","Seattle-Tacoma-Bellevue","King County","Seattle",341,2184,-0.0109,-0.0226,0.0019,13599
2020-01-31,"21215","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",342,1216,0.0016,0.0087,0.0149,15339
2020-01-31,"63123","MO","St. Louis","Saint Louis County","Affton",343,1061,-0.0273,-0.0083,0.0138,20226
2020-01-31,"14580","NY","Rochester","Monroe County","Town of Webster",344,1287,0.0199,0.0047,-0.0155,19023
2020-01-31,"92630","CA","Los Angeles-Long Beach-Anaheim","Orange County","Lake Forest",345,2693,-0.0075,-0.0107,0.0074,21178
2020-01-31,"66061","KS","Kansas City","Johnson County","Olathe",346,1275,0.0123,0.0246,0.0498,21643
2020-01-31,"14221","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Town Of Amherst",347,1131,-0.0204,-0.0637,-0.0444,20206
2020-01-31,"23451","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",348,1880,-0.0003,-0.0049,0.0471,22476
2020-01-31,"94509","CA","San Francisco-Oakland-Hayward","Contra Costa County","Antioch",349,2283,0.0012,0.0063,0.045,37483
2020-01-31,"11208","NY","New York-Newark-Jersey City","Kings County","New York",350,2329,0.0259,0.0314,0.0196,13908
2020-01-31,"11225","NY","New York-Newark-Jersey City","Kings County","New York",351,2261,-0.0161,-0.0183,0.0004,7860
2020-01-31,"95758","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Elk Grove",352,1821,0.003,-0.0006,-0.0048,20769
2020-01-31,"93306","CA","Bakersfield","Kern County","Bakersfield",353,1266,0.0187,0.0238,0.0723,20056
2020-01-31,"78249","TX","San Antonio-New Braunfels","Bexar County","San Antonio",354,1232,0.0057,-0.0035,-0.0246,17797
2020-01-31,"89123","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",355,1439,0.0072,0.0046,0.063,25956
2020-01-31,"21122","MD","Baltimore-Columbia-Towson","Anne Arundel County","Pasadena",356,1853,-0.0003,-0.0024,0.004,23013
2020-01-31,"89148","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",357,1669,0.0078,0.0024,0.0711,24666
2020-01-31,"93307","CA","Bakersfield","Kern County","Bakersfield",358,1155,0.0055,0.0207,0.0722,18739
2020-01-31,"77057","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",359,1719,-0.0069,-0.004,-0.0126,15514
2020-01-31,"19446","PA","Philadelphia-Camden-Wilmington","Montgomery County","Lansdale",360,1479,-0.0066,-0.0219,0.0165,18676
2020-01-31,"93535","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",361,1876,0.0008,0.0031,0.0642,20441
2020-01-31,"78254","TX","San Antonio-New Braunfels","Bexar County","San Antonio",362,1472,-0.0103,-0.0075,0.0115,24449
2020-01-31,"94122","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",363,4009,-0.0093,-0.0054,0.0011,12946
2020-01-31,"33467","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Greenacres",364,1753,-0.0193,-0.012,0.0168,25436
2020-01-31,"11101","NY","New York-Newark-Jersey City","Queens County","New York",365,2758,0.0056,0.0221,0.0233,8305
2020-01-31,"77521","TX","Houston-The Woodlands-Sugar Land","Harris County","Baytown",366,1300,0.0038,0.0129,-0.035,17296
2020-01-31,"93274","CA","Visalia-Porterville","Tulare County","Tulare",367,1178,0.0058,0.0319,0.0674,18655
2020-01-31,"27707","NC","Durham-Chapel Hill","Durham County","Durham",368,1272,-0.0013,0.0104,0.0488,15179
2020-01-31,"46143","IN","Indianapolis-Carmel-Anderson","Johnson County","Greenwood",369,1226,-0.0009,0.0141,0.0567,20491
2020-01-31,"34293","FL","North Port-Sarasota-Bradenton","Sarasota County","Venice",370,1689,0.0111,0.0096,-0.0625,25861
2020-01-31,"29445","SC","Charleston-North Charleston","Berkeley County","Goose Creek",371,1389,0.018,0.0394,0.0593,13100
2020-01-31,"98133","WA","Seattle-Tacoma-Bellevue","King County","Shoreline",372,1951,-0.0005,-0.0051,0.0089,15840
2020-01-31,"33321","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Tamarac",373,1499,-0.0009,-0.015,0.008,29458
2020-01-31,"75070","TX","Dallas-Fort Worth-Arlington","Collin County","McKinney",374,1723,0.0021,-0.0015,-0.0158,31181
2020-01-31,"60660","IL","Chicago-Naperville-Elgin","Cook County","Chicago",375,1670,-0.0063,-0.006,0.0291,13708
2020-01-31,"28205","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",376,1378,-0.0005,0.0231,0.0707,18732
2020-01-31,"75002","TX","Dallas-Fort Worth-Arlington","Collin County","Allen",377,1584,-0.0098,-0.047,-0.0548,23657
2020-01-31,"02301","MA","Boston-Cambridge-Newton","Plymouth County","Brockton",378,1891,-0.0106,0.0579,0.096,14589
2020-01-31,"75043","TX","Dallas-Fort Worth-Arlington","Dallas County","Garland",379,1288,-0.0069,0.0012,-0.0001,19139
2020-01-31,"93257","CA","Visalia-Porterville","Tulare County","Porterville",380,1181,0.0091,0.0401,0.0728,16262
2020-01-31,"19020","PA","Philadelphia-Camden-Wilmington","Bucks County","Bensalem Township",381,1742,0.0144,0.034,0.0611,15395
